,playerID,yearID,R,RBI,SB,SO,IBB,SH,SF,GIDP,BA,OPS,LogSalary,nameFirst,nameLast,nameGiven,bats,teamName
1136,rodrial01,2005,124,130,21,139,8,0,3,8,0.320661157,1.030896376,17.27973836,Alex,Rodriguez,Alexander Enmanuel,R,New York Yankees
1137,rodriiv01,2005,71,50,7,93,2,1,7,19,0.275793651,0.73452078,16.10108336,Ivan,Rodriguez,Ivan,R,Detroit Tigers
1138,rolensc01,2005,28,28,1,28,1,0,1,3,0.234693878,0.705523016,16.47479976,Scott,Rolen,Scott Bruce,R,St. Louis Cardinals
1139,rolliji01,2005,115,54,41,71,8,2,2,9,0.289512555,0.769670788,15.369715,Jimmy,Rollins,James Calvin,B,Philadelphia Phillies
1140,rowanaa01,2005,77,69,16,116,3,5,4,17,0.269896194,0.735708253,14.714789,Aaron,Rowand,Aaron Ryan,R,Chicago White Sox
1141,ryanmi03,2005,7,13,1,22,1,4,1,5,0.230769231,0.608250892,12.88532879,Mike,Ryan,Michael Sean,L,Minnesota Twins
1142,saenzol01,2005,39,63,0,63,1,0,2,12,0.263322884,0.804410149,13.59085837,Olmedo,Saenz,Olmedo,R,Los Angeles Dodgers
1143,sanchal03,2005,28,13,6,25,1,3,2,3,0.345864662,0.83940485,12.8696288,Alex,Sanchez,Alexis,L,Tampa Bay Devil Rays
1144,sanchfr01,2005,54,35,2,36,1,4,3,6,0.291390728,0.735624073,12.8884369,Freddy,Sanchez,Frederick Philip,R,Pittsburgh Pirates
1145,sanchre01,2005,7,2,0,3,0,2,0,2,0.279069767,0.628412538,13.5108166,Rey,Sanchez,Rey Francisco,R,New York Yankees
1146,sandere02,2005,49,54,14,75,1,0,2,8,0.271186441,0.886188244,15.40793618,Reggie,Sanders,Reginald Laverne,R,St. Louis Cardinals
1147,santibe01,2005,1,0,0,3,0,0,0,1,0.260869565,0.652173913,14.78710959,Benito,Santiago,Benito,R,Pittsburgh Pirates
1148,schnebr01,2005,38,44,1,48,7,2,2,10,0.268292683,0.739263353,14.714789,Brian,Schneider,Brian Duncan,L,Washington Nationals
1149,scottlu01,2005,6,4,1,23,1,0,0,0,0.1875,0.557162921,12.8696288,Luke,Scott,Luke Brandon,L,Houston Astros
1150,scutama01,2005,48,37,5,48,1,4,2,6,0.24671916,0.701338645,12.89308605,Marco,Scutaro,Marcos,R,Oakland Athletics
1151,sexsori01,2005,99,121,1,167,4,0,3,14,0.26344086,0.910121077,15.81340129,Richie,Sexson,Richmond Lockwood,R,Seattle Mariners
1152,sheffga01,2005,104,123,10,76,7,0,5,11,0.29109589,0.891245561,16.58659114,Gary,Sheffield,Gary Antonian,R,New York Yankees
1153,sierrru01,2005,14,29,0,41,1,0,2,2,0.229411765,0.635781605,14.42710706,Ruben,Sierra,Ruben Angel,B,New York Yankees
1154,singlch01,2005,9,11,0,14,0,1,0,1,0.271186441,0.704417052,13.42380485,Chris,Singleton,Christopher Verdell,L,Tampa Bay Devil Rays
1155,sizemgr01,2005,111,81,22,132,1,5,2,17,0.2890625,0.83244918,12.87687963,Grady,Sizemore,Grady,L,Cleveland Indians
1156,sledgte01,2005,7,8,2,8,1,0,2,3,0.243243243,0.726204465,12.95742977,Terrmel,Sledge,Terrmel,L,Washington Nationals
1157,smithja05,2005,4,2,2,16,0,4,0,0,0.189655172,0.479251899,12.89771119,Jason,Smith,Jason William,L,Detroit Tigers
1158,snellch02,2005,4,1,0,2,0,1,0,0,0.275862069,0.830628803,12.8696288,Chris,Snelling,Christopher Doyle,L,Seattle Mariners
1159,snowjt01,2005,40,40,1,61,1,2,2,6,0.27520436,0.708259871,14.714789,J. T.,Snow,Jack Thomas,L,San Francisco Giants
1160,snydech02,2005,24,28,0,87,5,3,0,6,0.202453988,0.597910794,12.8759384,Chris,Snyder,Christopher Ryan,R,Arizona Diamondbacks
1161,soriaal01,2005,102,104,30,125,3,0,5,6,0.26844584,0.821158105,16.03654487,Alfonso,Soriano,Alfonso Guilleard,R,Texas Rangers
1162,sosasa01,2005,39,45,1,84,3,0,3,15,0.221052632,0.67112711,16.85485514,Sammy,Sosa,Samuel Peralta,R,Baltimore Orioles
1163,spiveju01,2005,22,17,7,57,1,1,0,3,0.236263736,0.682084085,14.7754135,Junior,Spivey,Ernest Lee,R,Milwaukee Brewers
1164,stairma01,2005,55,66,1,69,4,0,5,9,0.275252525,0.817835002,14.2039631,Matt,Stairs,Matthew Wade,L,Kansas City Royals
1165,sternad01,2005,4,2,1,4,0,0,0,0,0.133333333,0.520833333,12.8696288,Adam,Stern,Adam James,L,Boston Red Sox
1166,stewash01,2005,69,56,7,73,2,1,5,11,0.274047187,0.71112723,15.81340129,Shannon,Stewart,Shannon Harold,R,Minnesota Twins
1167,sullico01,2005,64,30,12,83,0,10,5,6,0.293650794,0.729238555,12.8696288,Cory,Sullivan,Cory,L,Colorado Rockies
1168,surhobj01,2005,30,34,0,32,1,2,4,6,0.257425743,0.638567305,14.11695203,B. J.,Surhoff,William James,L,Baltimore Orioles
1169,sweenma01,2005,31,40,4,58,3,1,5,6,0.294117647,0.860800191,13.46825681,Mark,Sweeney,Mark Patrick,L,San Diego Padres
1170,sweenmi01,2005,63,83,3,61,7,1,6,16,0.3,0.863999834,16.41953705,Mike,Sweeney,Michael John,R,Kansas City Royals
1171,tagucso01,2005,45,53,11,62,2,2,4,11,0.287878788,0.733891043,13.42380485,So,Taguchi,So,R,St. Louis Cardinals
1172,taverwi01,2005,82,29,34,103,1,7,4,4,0.290540541,0.666056981,12.8696288,Willy,Taveras,Willy,R,Houston Astros
1173,teahema01,2005,60,55,7,107,2,2,1,13,0.246085011,0.684632382,12.8696288,Mark,Teahen,Mark Thomas,L,Kansas City Royals
1174,teixema01,2005,112,144,4,124,5,0,3,18,0.301242236,0.953986216,15.30949609,Mark,Teixeira,Mark Charles,B,Texas Rangers
1175,tejadmi01,2005,89,98,5,83,9,0,3,26,0.304281346,0.864722338,16.41953705,Miguel,Tejada,Miguel Odalis,R,Baltimore Orioles
1176,terrelu01,2005,23,20,3,40,0,2,1,5,0.229813665,0.66722408,12.88532879,Luis,Terrero,Luis Enrique,R,Arizona Diamondbacks
1177,thomach01,2005,4,1,0,8,0,0,0,0,0.108695652,0.363241107,12.87907834,Charles,Thomas,Charles Wesley,L,Oakland Athletics
1178,thomafr04,2005,19,26,0,31,0,0,3,2,0.219047619,0.90499232,16.10108336,Frank,Thomas,Frank Edward,R,Chicago White Sox
1179,thomeji01,2005,26,30,0,59,4,0,2,5,0.207253886,0.711835738,16.59933023,Jim,Thome,James Howard,L,Philadelphia Phillies
1180,torcato01,2005,1,0,0,2,0,0,0,2,0.272727273,0.606060606,12.87750833,Tony,Torcato,Anthony Dale,L,San Francisco Giants
1181,torreyo01,2005,18,7,1,25,1,2,0,3,0.225806452,0.645056895,13.68616923,Yorvit,Torrealba,Yorvit Adolfo,R,San Francisco Giants
1182,tracych01,2005,73,72,3,78,4,1,6,10,0.308151093,0.911379549,12.9280162,Chad,Tracy,Chad Austin,L,Arizona Diamondbacks
1183,treanma01,2005,10,13,0,28,1,1,0,5,0.201492537,0.561847625,12.8696288,Matt,Treanor,Matthew Aaron,R,Florida Marlins
1184,tuckemi01,2005,32,33,4,48,3,2,4,6,0.24,0.688901408,14.714789,Michael,Tucker,Michael Anthony,L,San Francisco Giants
1185,uribeju01,2005,58,71,4,77,0,11,10,7,0.251559252,0.712209519,14.78710959,Juan,Uribe,Juan C.,R,Chicago White Sox
1186,utleych01,2005,93,105,16,109,5,0,7,10,0.290976059,0.915391022,12.95742977,Chase,Utley,Chase Cameron,L,Philadelphia Phillies
1187,valener01,2005,4,1,0,17,3,0,0,0,0.186046512,0.555813953,12.91902245,Eric,Valent,Eric Christian,L,New York Mets
1188,valenja01,2005,36,50,0,37,3,0,3,5,0.280542986,0.882566715,13.22313498,Javier,Valentin,Jose Javier,B,Cincinnati Reds
1189,valenjo03,2005,17,14,3,38,2,0,2,2,0.170068027,0.591393079,15.27440484,Jose,Valentin,Jose Antonio,B,Los Angeles Dodgers
1190,varitja01,2005,70,70,2,117,3,1,3,10,0.280851064,0.855532706,16.10108336,Jason,Varitek,Jason Andrew,B,Boston Red Sox
1191,vazqura01,2005,6,4,0,14,0,2,0,0,0.196721311,0.463883197,13.6649667,Ramon,Vazquez,Ramon Luis,L,Boston Red Sox
1192,vidrojo01,2005,38,32,0,30,3,2,4,8,0.275080906,0.763078655,15.96755191,Jose,Vidro,Jose Angel,B,Washington Nationals
1193,vizcajo01,2005,15,23,2,40,4,1,2,2,0.245989305,0.635918004,14.24478529,Jose,Vizcaino,Jose Luis,B,Houston Astros
1194,vizquom01,2005,66,45,24,58,0,20,2,10,0.271126761,0.691081114,15.20029678,Omar,Vizquel,Omar Enrique,B,San Francisco Giants
1195,walkela01,2005,66,52,2,64,3,0,2,9,0.288888889,0.885783487,16.56061573,Larry,Walker,Larry Kenneth Robert,L,St. Louis Cardinals
1196,walketo04,2005,50,40,1,40,1,2,2,8,0.304785894,0.828540036,14.93793247,Todd,Walker,Todd Arthur,L,Chicago Cubs
1197,wardda01,2005,46,63,0,60,10,0,8,18,0.26044226,0.7232862,13.97034872,Daryle,Ward,Daryle Lamar,L,Pittsburgh Pirates
1198,wellsve01,2005,78,97,8,86,3,0,8,13,0.269354839,0.782962223,15.14331924,Vernon,Wells,Vernon M.,R,Toronto Blue Jays
1199,werthja01,2005,46,43,11,114,2,1,3,10,0.234421365,0.711450692,12.93396902,Jayson,Werth,Jayson Richard Gowan,R,Los Angeles Dodgers
1200,whitero02,2005,49,53,1,48,0,0,4,8,0.312834225,0.836804813,15.20029678,Rondell,White,Rondell Bernard,R,Detroit Tigers
1201,widgech01,2005,18,11,0,22,0,2,0,5,0.241134752,0.679031355,13.32849423,Chris,Widger,Christopher Jon,R,Chicago White Sox
1202,wiggity01,2005,20,25,0,30,0,1,0,3,0.258064516,0.788045541,12.94869785,Ty,Wigginton,Ty Allen,R,Pittsburgh Pirates
1203,wilkebr01,2005,76,57,8,147,9,3,2,6,0.247787611,0.756373564,15.13678335,Brad,Wilkerson,Stephen Bradley,L,Washington Nationals
1204,willibe02,2005,53,64,1,75,1,1,6,16,0.249484536,0.688111227,16.53587608,Bernie,Williams,Bernabe,B,New York Yankees
1205,wilsocr03,2005,23,22,3,69,2,0,1,6,0.263959391,0.807874419,15.12025397,Craig,Wilson,Craig Alan,R,Pittsburgh Pirates
1206,wilsoda01,2005,2,2,0,10,0,0,0,1,0.185185185,0.399470899,14.58125743,Dan,Wilson,Daniel Allen,R,Seattle Mariners
1207,wilsoja02,2005,60,52,7,58,6,11,4,11,0.257240204,0.662225068,15.20029678,Jack,Wilson,Jack Eugene,R,Pittsburgh Pirates
1208,wilsopr01,2005,39,47,3,77,0,1,2,8,0.258426966,0.812670602,16.54737045,Preston,Wilson,Preston James Richard,R,Colorado Rockies
1209,wilsova01,2005,18,19,0,26,0,2,2,6,0.197368421,0.557748538,13.74720495,Vance,Wilson,Vance Allen,R,Detroit Tigers
1210,winnra01,2005,46,37,12,53,3,6,3,7,0.274611399,0.733052175,15.34339758,Randy,Winn,Dwight Randolph,B,Seattle Mariners
1211,womacto01,2005,46,15,27,49,0,7,2,7,0.249240122,0.555798049,14.714789,Tony,Womack,Anthony Darrell,L,New York Yankees
1212,woodwch01,2005,16,18,0,46,0,2,2,2,0.283236994,0.729905689,13.6649667,Chris,Woodward,Christopher Michael,R,New York Mets
1213,wrighda03,2005,99,102,17,113,2,0,3,16,0.306086957,0.911606115,12.88998986,David,Wright,David Allen,R,New York Mets
1214,youklke01,2005,11,9,0,19,0,0,0,0,0.278481013,0.805063291,12.89192579,Kevin,Youkilis,Kevin Edmund,R,Boston Red Sox
1215,youngdm01,2005,61,72,1,100,7,0,1,16,0.270788913,0.796018501,16.10108336,Dmitri,Young,Dmitri Dell,B,Detroit Tigers
1216,younger01,2005,22,12,7,12,0,3,0,4,0.274647887,0.73653169,13.85912258,Eric,Young,Eric Orlando,R,San Diego Padres
1217,youngmi02,2005,114,91,5,91,0,0,3,20,0.330838323,0.898718956,14.9674914,Michael,Young,Michael Brian,R,Texas Rangers
1218,zaungr01,2005,61,61,2,70,2,0,5,11,0.251152074,0.728740639,13.97034872,Gregg,Zaun,Gregory Owen,B,Toronto Blue Jays
1219,abadan01,2006,0,0,0,0,0,0,0,0,0.0,0.4,12.87209783,Andy,Abad,Fausto Andres,L,Cincinnati Reds
1220,abercre01,2006,39,24,6,78,2,4,1,2,0.211764706,0.604091456,12.87209783,Reggie,Abercrombie,Reginald Damascus,R,Florida Marlins
1221,abreubo01,2006,61,65,20,86,5,0,6,8,0.277286136,0.860568958,16.59996288,Bobby,Abreu,Bob Kelly,L,Philadelphia Phillies
1222,adamsru01,2006,31,28,1,41,0,3,3,5,0.219123506,0.600313547,12.91986768,Russ,Adams,Russ Moore,L,Toronto Blue Jays
1223,aguilch01,2006,5,7,2,26,1,0,0,2,0.231578947,0.634919028,12.87209783,Chris,Aguila,Christopher Louis,R,Florida Marlins
1224,alfoned01,2006,1,1,0,3,0,0,0,1,0.1,0.254615385,16.06933462,Edgardo,Alfonzo,Edgardo Antonio,R,Los Angeles Angels of Anaheim
1225,alomasa02,2006,3,9,0,7,0,0,0,3,0.322580645,0.725806452,13.55911007,Sandy,Alomar,Santos,R,Los Angeles Dodgers
1226,aloumo01,2006,52,74,2,31,2,0,4,15,0.301449275,0.922866345,15.75256259,Moises,Alou,Moises Rojas,R,San Francisco Giants
1227,amezaal01,2006,42,19,20,46,4,7,1,5,0.260479042,0.663871717,12.91108417,Alfredo,Amezaga,Alfredo,B,Florida Marlins
1228,anderbr03,2006,46,33,4,90,2,2,3,3,0.224657534,0.64922669,12.8812315,Brian,Anderson,Brian Nikola,R,Chicago White Sox
1229,anderga01,2006,63,85,1,95,11,0,7,8,0.279926335,0.755910099,16.35074714,Garret,Anderson,Garret Joseph,L,Los Angeles Angels of Anaheim
1230,anderma02,2006,31,23,2,41,1,3,2,1,0.274418605,0.753764289,13.91193194,Marlon,Anderson,Marlon Ordell,L,Washington Nationals
1231,ardoida01,2006,12,2,0,27,2,1,0,2,0.19266055,0.517384936,12.89626797,Danny,Ardoin,Daniel Wayne,R,Colorado Rockies
1232,atkinga01,2006,117,120,4,76,6,0,7,24,0.328903654,0.965111499,12.89626797,Garrett,Atkins,Garrett Bernard,R,Colorado Rockies
1233,aurilri01,2006,61,70,3,51,1,2,4,10,0.3,0.866824824,14.25225726,Rich,Aurilia,Richard Santo,R,Cincinnati Reds
1234,bakopa01,2006,7,10,0,46,0,2,1,3,0.209150327,0.489364231,13.6332186,Paul,Bako,Gabor Paul,L,Kansas City Royals
1235,baldero01,2006,59,57,10,70,1,0,2,2,0.302197802,0.871468325,14.68304037,Rocco,Baldelli,Rocco Dan,R,Tampa Bay Devil Rays
1236,barajro01,2006,49,41,0,51,0,5,1,9,0.255813953,0.707697929,15.15304394,Rod,Barajas,Rodrigo Richard,R,Texas Rangers
1237,bardjo01,2006,2,0,0,3,0,0,0,0,0.277777778,0.714285714,12.94973945,Josh,Bard,Joshua David,B,Boston Red Sox
1238,barfijo02,2006,72,58,21,81,7,2,5,8,0.280148423,0.740713899,12.87209783,Josh,Barfield,Joshua LaRoy,R,San Diego Padres
1239,barmecl01,2006,57,56,5,72,6,19,7,2,0.219665272,0.598293925,12.89626797,Clint,Barmes,Clint Harold,R,Colorado Rockies
1240,barremi01,2006,54,53,0,41,2,2,3,12,0.306666667,0.885121795,15.45623006,Michael,Barrett,Michael Patrick,R,Chicago Cubs
1241,batisto01,2006,24,21,0,27,1,0,0,5,0.235955056,0.690204552,14.2130369,Tony,Batista,Leocadio Francisco,R,Minnesota Twins
1242,bayja01,2006,101,109,11,156,9,0,9,15,0.285964912,0.927805362,13.98989318,Jason,Bay,Jason Raymond,R,Pittsburgh Pirates
1243,bellda01,2006,39,34,1,38,2,3,3,11,0.277777778,0.743452016,15.53745557,David,Bell,David Michael,R,Philadelphia Phillies
1244,bellhma01,2006,26,27,0,90,0,0,1,3,0.18972332,0.62859574,13.76674984,Mark,Bellhorn,Mark Christian,B,San Diego Padres
1245,belliro01,2006,43,44,2,45,0,2,2,8,0.291428571,0.756870027,15.37618755,Ronnie,Belliard,Ronald,R,Cleveland Indians
1246,beltrad01,2006,88,89,11,118,4,1,3,15,0.267741935,0.792457306,16.54712044,Adrian,Beltre,Adrian,R,Seattle Mariners
1247,beltrca01,2006,127,116,18,99,6,1,7,6,0.274509804,0.98210466,16.5978598,Carlos,Beltran,Carlos Ivan,B,New York Mets
1248,bennega01,2006,13,22,0,30,2,2,0,3,0.222929936,0.605019715,13.76674984,Gary,Bennett,Gary David,R,St. Louis Cardinals
1249,berkmla01,2006,95,136,3,106,22,0,8,11,0.315298507,1.040773301,16.66404175,Lance,Berkman,William Lance,B,Houston Astros
1250,berroan01,2006,45,54,3,88,1,9,3,21,0.234177215,0.592442645,14.68304037,Angel,Berroa,Angel Maria,R,Kansas City Royals
1251,betanyu01,2006,68,47,11,54,0,7,1,10,0.288530466,0.71345111,13.60054721,Yuniesky,Betancourt,Yuniesky,R,Seattle Mariners
1252,betemwi01,2006,30,29,2,57,3,1,0,4,0.281407035,0.841524134,12.9256816,Wilson,Betemit,Wilson,B,Atlanta Braves
1253,bigbila01,2006,2,1,0,9,0,0,0,1,0.24,0.601428571,13.88453276,Larry,Bigbie,Larry Robert,L,St. Louis Cardinals
1254,biggicr01,2006,79,62,3,84,1,5,5,15,0.246350365,0.727180687,15.37618755,Craig,Biggio,Craig Alan,R,Houston Astros
1255,blakeca01,2006,63,68,6,93,5,1,5,11,0.281795511,0.834846949,15.10503462,Casey,Blake,William Casey,R,Cleveland Indians
1256,blaloha01,2006,76,89,1,98,6,0,2,15,0.265651438,0.726092628,15.10503462,Hank,Blalock,Hank Joe,L,Texas Rangers
1257,blanche01,2006,23,37,0,38,1,4,2,8,0.265560166,0.722589082,14.39535801,Henry,Blanco,Henry Ramon,R,Chicago Cubs
1258,bloomwi01,2006,36,15,16,40,0,2,2,3,0.247011952,0.619089478,13.55911007,Willie,Bloomquist,William Paul,R,Seattle Mariners
1259,blumge01,2006,27,34,0,51,1,2,4,5,0.253623188,0.658871322,13.55911007,Geoff,Blum,Geoffrey Edward,B,San Diego Padres
1260,bondsba01,2006,74,77,3,51,38,0,1,9,0.269754768,0.999320183,16.95162745,Barry,Bonds,Barry Lamar,L,San Francisco Giants
1261,booneaa01,2006,50,46,5,62,1,4,1,4,0.251412429,0.684489487,15.31164897,Aaron,Boone,Aaron John,R,Cleveland Indians
1262,borchjo01,2006,3,0,0,3,0,0,0,0,0.222222222,0.444444444,12.88425592,Joe,Borchard,Joseph Edward,B,Seattle Mariners
1263,bradlmi01,2006,53,52,10,65,1,0,1,13,0.276353276,0.817663818,15.08850547,Milton,Bradley,Milton Obelle,B,Oakland Athletics
1264,brousbe01,2006,44,46,0,58,1,0,2,5,0.320895522,0.879767828,14.90117134,Ben,Broussard,Benjamin Isaac,L,Cleveland Indians
1265,brownad01,2006,6,2,1,9,0,1,1,2,0.194444444,0.452991453,13.13422673,Adrian,Brown,Adrian Demond,B,Texas Rangers
1266,brownem01,2006,77,81,6,95,3,0,10,15,0.286527514,0.815042608,14.5636936,Emil,Brown,Emil Quincy,R,Kansas City Royals
1267,brunter01,2006,11,10,3,21,1,2,1,2,0.277310924,0.695284084,12.98203407,Eric,Bruntlett,Eric Kevin,R,Houston Astros
1268,buckjo01,2006,37,50,0,84,2,4,1,7,0.245283019,0.702399255,12.93864244,John,Buck,Johnathan Richard,R,Kansas City Royals
1269,burkech01,2006,58,40,11,77,0,4,2,6,0.275956284,0.765221051,12.97516183,Chris,Burke,Christopher Allen,R,Houston Astros
1270,burnije01,2006,35,49,1,74,4,0,2,8,0.230031949,0.711198924,15.78165251,Jeromy,Burnitz,Jeromy Neal,L,Pittsburgh Pirates
1271,burrepa01,2006,80,95,0,131,5,0,4,11,0.257575758,0.890171557,16.26716036,Pat,Burrell,Patrick Brian,R,Philadelphia Phillies
1272,bynumfr01,2006,20,12,8,44,0,2,0,2,0.257352941,0.764101531,12.87362506,Freddie,Bynum,Freddie Lee,L,Chicago Cubs
1273,byrdma01,2006,28,18,3,47,1,1,2,6,0.223350254,0.667434424,13.76674984,Marlon,Byrd,Marlon Jerrard,R,Washington Nationals
1274,byrneer01,2006,82,79,25,88,2,2,3,12,0.266903915,0.795120313,14.80082349,Eric,Byrnes,Eric James,R,Arizona Diamondbacks
1275,cabremi01,2006,112,114,9,108,27,0,4,18,0.338541667,0.998181706,13.23911655,Miguel,Cabrera,Jose Miguel,R,Florida Marlins
1276,cabreor01,2006,95,72,27,58,0,3,11,12,0.281713344,0.738445811,16.00479615,Orlando,Cabrera,Orlando Luis,R,Los Angeles Angels of Anaheim
1277,cairomi01,2006,28,30,13,31,0,5,3,4,0.238738739,0.600154548,13.98989318,Miguel,Cairo,Miguel Jesus,R,New York Yankees
1278,camermi01,2006,88,83,25,142,2,0,5,8,0.268115942,0.836773648,15.98232323,Mike,Cameron,Michael Terrance,R,San Diego Padres
1279,canoro01,2006,62,78,5,54,3,1,5,19,0.342323651,0.889787784,13.02493796,Robinson,Cano,Robinson Jose,L,New York Yankees
1280,cantujo01,2006,40,62,1,91,2,0,6,16,0.249394673,0.699001211,12.95650712,Jorge,Cantu,Jorge Luis,R,Tampa Bay Devil Rays
1281,caseyse01,2006,30,29,0,22,5,0,2,7,0.295774648,0.785499885,16.1299593,Sean,Casey,Sean Thomas,L,Pittsburgh Pirates
1282,castijo02,2006,54,65,6,98,8,1,6,22,0.252895753,0.681704623,12.9343408,Jose,Castillo,Jose Rondon,R,Pittsburgh Pirates
1283,castilu01,2006,84,49,25,58,0,9,2,14,0.296232877,0.727561303,15.61353089,Luis,Castillo,Luis Antonio,B,Minnesota Twins
1284,castivi02,2006,24,23,0,46,0,0,4,5,0.232283465,0.579120686,15.15304394,Vinny,Castilla,Vinicio,R,San Diego Padres
1285,castrju01,2006,10,14,1,23,0,1,1,6,0.230769231,0.565361019,13.98989318,Juan,Castro,Juan Gabriel,R,Minnesota Twins
1286,castrra01,2006,13,12,0,40,2,1,1,2,0.238095238,0.710567211,13.76674984,Ramon,Castro,Ramon Abraham,R,New York Mets
1287,catalfr01,2006,56,56,1,37,0,2,4,11,0.299771167,0.815616813,14.98314474,Frank,Catalanotto,Frank John,L,Toronto Blue Jays
1288,cedenro02,2006,51,41,8,109,4,15,3,10,0.245318352,0.610046463,12.89924983,Ronny,Cedeno,Ronny Alexander,R,Chicago Cubs
1289,chaveen01,2006,48,42,12,44,3,11,2,7,0.305949008,0.778879861,13.29674516,Endy,Chavez,Endy de Jesus,L,New York Mets
1290,chaveer01,2006,74,72,3,100,6,0,6,19,0.241237113,0.785745991,16.24118494,Eric,Chavez,Eric Cesar,L,Oakland Athletics
1291,chavera01,2006,1,0,0,4,0,0,0,0,0.178571429,0.38546798,13.07360161,Raul,Chavez,Raul Alexander,R,Baltimore Orioles
1292,cintral01,2006,35,41,10,35,0,1,3,10,0.284722222,0.702592134,14.4598965,Alex,Cintron,Alexander,B,Chicago White Sox
1293,cirilje01,2006,33,23,1,33,0,3,2,8,0.319391635,0.783786648,13.82737391,Jeff,Cirillo,Jeffrey Howard,R,Milwaukee Brewers
1294,clarkbr02,2006,51,29,3,60,4,5,5,9,0.262650602,0.682948145,15.15304394,Brady,Clark,Brady William,R,Milwaukee Brewers
1295,clarkto02,2006,13,16,0,40,2,0,0,5,0.196969697,0.642547928,14.02332766,Tony,Clark,Anthony Christopher,B,Arizona Diamondbacks
1296,claytro01,2006,36,27,8,53,3,5,5,8,0.268852459,0.662856299,13.98989318,Royce,Clayton,Royce Spencer,R,Washington Nationals
1297,coninje01,2006,43,49,3,53,2,1,5,12,0.264781491,0.725854264,14.52052158,Jeff,Conine,Jeffrey Guy,R,Baltimore Orioles
1298,coraal01,2006,31,18,6,29,1,4,0,4,0.238297872,0.609410802,14.32636518,Alex,Cora,Jose Alexander,L,Boston Red Sox
1299,costash01,2006,23,23,2,29,2,2,2,5,0.274261603,0.709063291,12.87362506,Shane,Costa,Shane Jeremy,L,Kansas City Royals
1300,cotahu01,2006,5,5,0,26,0,1,1,3,0.19,0.447706422,12.91694923,Humberto,Cota,Humberto Figueroa,R,Pittsburgh Pirates
1301,counscr01,2006,56,30,15,47,0,2,1,1,0.255376344,0.673650707,14.54950885,Craig,Counsell,Craig John,L,Arizona Diamondbacks
1302,crawfca02,2006,89,77,58,85,3,9,2,8,0.305,0.830033696,14.95497396,Carl,Crawford,Carl Demonte,L,Tampa Bay Devil Rays
1303,credejo01,2006,76,94,0,58,1,0,7,18,0.283088235,0.828040303,14.97384259,Joe,Crede,Joseph,R,Chicago White Sox
1304,crispco01,2006,58,36,22,67,1,7,0,5,0.263922518,0.701841826,15.00149402,Coco,Crisp,Covelli Loyce,B,Boston Red Sox
1305,crosbbo01,2006,42,40,8,76,1,2,2,11,0.229050279,0.635968625,13.76674984,Bobby,Crosby,Robert Edward,R,Oakland Athletics
1306,crosbbu01,2006,9,6,3,21,0,3,0,0,0.206896552,0.556915091,12.95213955,Bubba,Crosby,Richard Stephen,L,New York Yankees
1307,cruzjo02,2006,34,17,5,54,2,4,3,3,0.233183857,0.734325771,15.05804626,Jose,Cruz,Jose Luis,B,Los Angeles Dodgers
1308,damonjo01,2006,115,80,25,85,1,2,5,4,0.284991568,0.841037818,16.55484248,Johnny,Damon,Johnny David,L,New York Yankees
1309,davanje02,2006,38,35,10,42,0,0,4,6,0.28959276,0.819057551,13.34553573,Jeff,DaVanon,Jeffrey Graham,B,Arizona Diamondbacks
1310,dejesda01,2006,83,56,6,70,4,2,4,10,0.295315682,0.809664877,13.29674516,David,DeJesus,David Christopher,L,Kansas City Royals
1311,delgaca01,2006,89,114,0,120,11,0,10,12,0.265267176,0.908551348,16.59258278,Carlos,Delgado,Carlos Juan,L,New York Mets
1312,delluda01,2006,41,39,1,62,0,0,3,1,0.291666667,0.899073794,13.93859949,David,Dellucci,David Michael,L,Philadelphia Phillies
1313,derosma01,2006,78,74,4,102,1,0,2,13,0.296153846,0.812412587,13.59685069,Mark,DeRosa,Mark Thomas,R,Texas Rangers
1314,diazma02,2006,37,32,5,49,3,1,4,9,0.326599327,0.839233456,12.8812315,Matt,Diaz,Matthew Edward,R,Atlanta Braves
1315,diazvi01,2006,0,2,0,5,0,0,0,0,0.181818182,0.454545455,12.89626797,Victor,Diaz,Victor Israel,R,New York Mets
1316,doumiry01,2006,15,17,0,42,1,1,2,3,0.208053691,0.711295643,12.89027998,Ryan,Doumit,Ryan Matthew,B,Pittsburgh Pirates
1317,drewjd01,2006,84,100,2,106,8,1,6,4,0.28340081,0.890893078,16.42350644,J. D.,Drew,David Jonathan,L,Los Angeles Dodgers
1318,duffych01,2006,46,18,26,71,1,4,1,1,0.25477707,0.654440083,12.88425592,Chris,Duffy,Christopher Ellis,L,Pittsburgh Pirates
1319,durhara01,2006,79,93,7,61,6,2,2,17,0.293172691,0.898007945,15.93580321,Ray,Durham,Ray,B,San Francisco Giants
1320,dyeje01,2006,103,120,7,118,4,0,7,15,0.315398887,1.00613672,15.5993311,Jermaine,Dye,Jermaine Terrell,R,Chicago White Sox
1321,easleda01,2006,24,28,1,30,0,3,2,4,0.232804233,0.740570063,13.6332186,Damion,Easley,Jacinto Damion,R,Arizona Diamondbacks
1322,eckstda01,2006,68,23,7,41,0,3,3,7,0.292,0.693726776,15.19386574,David,Eckstein,David Mark,R,St. Louis Cardinals
1323,edmonji01,2006,52,70,4,101,7,0,5,11,0.257142857,0.821918768,16.4810056,Jim,Edmonds,James Patrick,L,St. Louis Cardinals
